,name,rating,rating_count,industry,reviews,salaries,interviews,jobs,benefits,photos
3785,JMR Infotech,4.2,(290),IT Services & Consulting | Bengaluru +11 other locations,290,1.1k,33,7,25,3
3786,Sakata Inx,3.9,(290),Chemicals | Bhiwadi +21 other locations,290,1.2k,15,1,20,--
3787,Calsonic Kansei Motherson Auto Products,4.1,(290),Auto Components | Bawal +12 other locations,290,1.1k,15,--,30,1
3788,SquadStack,3.5,(290),IT Services & Consulting | Noida +25 other locations,290,849,34,31,20,--
3789,Nuclear Power Corporation of India,4.1,(289),Power | Mumbai +32 other locations,289,965,31,--,30,3
3790,Gemini Solutions,3.4,(289),IT Services & Consulting | Gurugram +12 other locations,289,2.6k,36,--,18,--
3791,Eye-Q Super Speciality Eye Hospitals,3.4,(289),Healthcare | Gurugram +35 other locations,289,628,12,10,14,--
3792,Levelshift,3.2,(289),IT Services & Consulting | Chennai +4 other locations,289,1.5k,32,8,29,4
3793,Nestaway,3.3,(289),Internet | Bengaluru +14 other locations,289,1.4k,24,--,35,1
3794,Namdev Finvest,3.7,(289),Financial Services | Jaipur +62 other locations,289,543,12,3,4,--
3795,V2Solutions,2.9,(290),IT Services & Consulting | Mumbai +10 other locations,290,1.3k,30,3,22,16
3796,Incture Technologies,2.7,(289),IT Services & Consulting | Bengaluru +11 other locations,289,2.5k,55,16,18,4
3797,Think Future Technologies,4.5,(289),IT Services & Consulting | Gurugram +4 other locations,289,1.1k,55,14,8,16
3798,EnFuse Solutions,4.1,(289),IT Services & Consulting | Mumbai +40 other locations,289,683,38,34,8,1
3799,The Fern Residency,4.0,(289),Hospitality | Mumbai +61 other locations,289,956,9,3,17,7
3800,Nuclear Power Corporation of India,4.1,(289),Power | Mumbai +32 other locations,289,965,31,--,30,3
3801,Bharat Dynamics,4.5,(289),Defence & Aerospace | Hyderabad +7 other locations,289,685,11,--,44,--
3802,Munjal Auto Industries,3.6,(289),Auto Components | Vadodara +14 other locations,289,1.1k,14,--,22,--
3803,OnProcess Technology,3.8,(288),Software Product | Kolkata +3 other locations,288,876,12,--,53,13
3804,Amartex Industries,3.5,(288),Fashion & Textile | Panchkula +18 other locations,288,321,12,33,98,--
3805,Autodesk,3.9,(288),Software Product | Bengaluru +22 other locations,288,2.9k,48,2,25,10
3806,SEABIRD LOGISOLUTIONS,3.9,(288),Logistics | Pune +31 other locations,288,1.1k,19,11,28,--
3807,Wika Instruments India,4.0,(288),Industrial Machinery | Pune +15 other locations,288,1.2k,22,4,13,8
3808,QDegrees,3.3,(288),Management Consulting | Jaipur +31 other locations,288,980,16,19,17,43
3809,Bony Polymers,3.5,(288),Auto Components | Faridabad +14 other locations,288,1.2k,15,1,22,--
3810,Apollo Diagnostics,4.1,(288),Healthcare | Kolkata +61 other locations,288,847,18,--,17,--
3811,Meinhardt Group,3.4,(288),Engineering & Construction | Bengaluru +34 other locations,288,1.1k,13,23,17,13
3812,Moder Solutions,3.3,(288),IT Services & Consulting | Bengaluru +9 other locations,288,1.6k,24,20,--,--
3813,Thirumalai Chemicals,3.8,(288),Chemicals | Bharuch +12 other locations,288,1.3k,21,7,17,11
3814,Konica Minolta Business Solutions India Pvt. Ltd.,4.0,(288),Printing & Publishing | Gurugram +32 other locations,288,1.2k,33,4,31,21
3815,Wallace Pharmaceuticals,3.8,(288),Pharma | Mumbai +46 other locations,288,843,17,5,31,--
3816,HyFun Foods,4.3,(287),Food Processing | Ahmedabad +20 other locations,287,1.2k,21,7,13,--
3817,Samarth LifeSciences,3.7,(287),Pharma | Mumbai +46 other locations,287,911,21,2,19,2
3818,Indira Gandhi International Airport,4.0,(287),Urban Transport | New Delhi +9 other locations,287,789,14,6,10,2
3819,Essae Teraoka,3.6,(287),Electronics Manufacturing | Bengaluru +54 other locations,287,888,10,--,41,--
3820,Ador Welding,3.9,(287),Industrial Machinery | Pune +28 other locations,287,1.1k,13,16,30,--
3821,Indira Gandhi International Airport,4.0,(287),Urban Transport | New Delhi +9 other locations,287,789,14,6,10,2
3822,Origo Commodities,3.5,(287),Agriculture | Gurugram +58 other locations,287,838,15,1,22,--
3823,HyFun Foods,4.3,(287),Food Processing | Ahmedabad +20 other locations,287,1.2k,21,7,13,--
3824,SHV Energy,3.8,(287),Power | Hyderabad +30 other locations,287,1.1k,16,1,26,--
3825,Stelmec,3.1,(287),Electronics Manufacturing | Mumbai +30 other locations,287,1.4k,34,2,16,--
3826,AirAsia,3.5,(288),Aviation | Bengaluru +24 other locations,288,1.4k,30,10,47,--
3827,Imperative Business Ventures,3.7,(287),IT Services & Consulting | Pune +8 other locations,287,668,13,--,54,30
3828,Delhi Duty Free Services,3.8,(287),Retail | New Delhi +9 other locations,287,1.1k,15,1,30,--
3829,Samarth LifeSciences,3.7,(287),Pharma | Mumbai +46 other locations,287,911,21,2,19,2
3830,Rupa,3.7,(287),Fashion & Textile | Kolkata +40 other locations,287,915,20,3,19,--
3831,Lee Pharma,3.4,(287),Pharma | Hyderabad +9 other locations,287,1.3k,17,--,16,--
3832,Crescent Foundry,3.8,(287),Industrial Machinery | Kolkata +13 other locations,287,1k,35,10,22,1
3833,FCI CCM,4.3,(287),Software Product | Noida +8 other locations,287,536,30,8,22,223
3834,Pfizer Healthcare india pvt lit,3.9,(286),Pharma | Visakhapatnam +16 other locations,286,1.3k,24,--,38,--
3835,Mahindra Teqo,4.1,(315),Software Product | Mumbai +74 other locations,315,1.1k,26,--,20,--
3836,SAVIC Technologies,2.4,(286),IT Services & Consulting | Mumbai +18 other locations,286,1.1k,21,23,19,--
3837,Clifford Chance,3.7,(286),Legal | Gurugram +7 other locations,286,1.9k,19,6,30,--
3838,Mantra Technologies,3.6,(286),IT Services & Consulting | Hyderabad +11 other locations,286,792,34,--,18,--
3839,Zee Laboratories,2.9,(286),Pharma | Karnal +34 other locations,286,860,31,13,19,1
3840,Clifford Chance,3.7,(286),Legal | Gurugram +7 other locations,286,1.9k,19,6,30,--
3841,Zee Laboratories,2.9,(286),Pharma | Karnal +34 other locations,286,860,31,13,19,1
3842,Mantra Technologies,3.6,(286),IT Services & Consulting | Hyderabad +11 other locations,286,792,34,--,18,--
3843,Orient Paper Mill,4.4,(286),Pulp & Paper | Shahdol +18 other locations,286,626,18,2,11,3
3844,Banswara Syntex,3.8,(287),Fashion & Textile | Banswara +13 other locations,287,1k,8,2,17,4
3845,Sam India Built Well,3.5,(286),Engineering & Construction | New Delhi +20 other locations,286,971,18,--,13,--
3846,Turing,3.0,(286),Analytics & KPO | Bengaluru +6 other locations,286,1.5k,111,11,4,--
3847,ICICI Direct,3.8,(285),Financial Services | Mumbai +65 other locations,285,1.3k,28,--,18,--
3848,Sahayog Multistate Credit Co-operative Society,3.6,(285),Banking | Nagpur +77 other locations,285,785,15,--,8,1
3849,Servotech Power Systems,3.9,(285),Power | New Delhi +20 other locations,285,706,29,16,12,9
3850,SMR Automotive Systems India,3.7,(285),Auto Components | Chennai +18 other locations,285,1.2k,9,3,22,--
3851,National Institute for Smart Government,3.6,(285),Management Consulting | New Delhi +37 other locations,285,1.6k,30,124,15,2
3852,Easy Home Finance,4.4,(285),FinTech | Mumbai +55 other locations,285,475,43,12,9,2
3853,Property Solutions,3.8,(285),Facility Management Services | Mumbai +35 other locations,285,1.3k,7,--,10,--
3854,Bacancy Technology,4.3,(285),IT Services & Consulting | Ahmedabad +4 other locations,285,1.2k,68,3,9,--
3855,Bristol-Myers Squibb,3.6,(285),Pharma | Hyderabad +16 other locations,285,1.7k,32,130,9,--
3856,Locuz Enterprise Solutions,3.7,(285),IT Services & Consulting | Hyderabad +20 other locations,285,1.4k,22,34,24,2
3857,Amnex Infotechnologies,3.9,(285),IT Services & Consulting | Ahmedabad +23 other locations,285,1.2k,40,9,18,--
3858,J.M Baxi & Co,3.8,(285),Ports & Shipping | Mumbai +25 other locations,285,1.2k,16,10,25,3
3859,TowerVision India,4.2,(286),Telecom | Gurugram +32 other locations,286,990,16,--,32,--
3860,Ketto,4.3,(285),Internet | Mumbai +6 other locations,285,747,19,9,20,4
3861,Tommy Hilfiger,3.9,(285),Fashion & Textile | Bengaluru +45 other locations,285,820,17,--,24,--
3862,Pitambari Products,4.1,(285),FMCG | Mumbai +53 other locations,285,996,11,--,25,2
3863,Ajio Business,3.7,(284),Bengaluru +109 other locations,284,565,16,--,9,1
3864,AXIS MY INDIA,2.6,(284),Analytics & KPO | Mumbai +22 other locations,284,483,20,10,13,--
3865,Tata Memorial Centre,3.9,(284),Healthcare | Mumbai +25 other locations,284,1k,8,--,10,--
3866,Popular Vehicles and Services,3.7,(284),Automobile | Chennai +26 other locations,284,1.3k,9,2,23,1
3867,Any Brand,4.2,(284),Fashion & Textile | New Delhi +65 other locations,284,2.1k,113,--,29,--
3868,DRA Homes,4.5,(286),Real Estate | Chennai +4 other locations,286,345,47,1,6,145
3869,Jetking Infotrain,3.6,(284),Education & Training | Mumbai +53 other locations,284,856,13,6,28,--
3870,Worldline Global Services,3.8,(284),IT Services & Consulting | Pune +15 other locations,284,1.8k,26,15,45,--
3871,Borgwarner Emission System,3.7,(284),Auto Components | Bengaluru +13 other locations,284,1.5k,13,--,19,--
3872,Propel Industries,3.6,(284),Industrial Machinery | Coimbatore +26 other locations,284,1.6k,36,31,19,--
3873,Shyam Indus Power Solutions,3.7,(284),Power | New Delhi +36 other locations,284,962,23,6,26,3
3874,Southern Petrochemical Industries Corporation,3.6,(284),Agro Chemicals | Thoothukudi +19 other locations,284,1.5k,23,--,31,--
3875,Trackon Courier,3.6,(284),Logistics | New Delhi +68 other locations,284,1k,14,8,15,--
3876,MosChip Technologies,3.8,(284),Semiconductors | Hyderabad +5 other locations,284,1.1k,36,70,30,110
3877,Fleetx.io,3.4,(284),Logistics | Gurugram +30 other locations,284,1.2k,33,21,12,--
3878,Quantzig,4.6,(283),Analytics & KPO | Bengaluru +4 other locations,283,358,5,1,59,--
3879,Arrow Electronics,4.2,(283),Electronics Manufacturing | Bengaluru +8 other locations,283,1.5k,81,13,5,10
3880,Indian Metals & Ferro Alloys,3.7,(283),Iron & Steel | Bhubaneswar +21 other locations,283,1.4k,9,8,30,1
3881,MTAR Technologies,3.9,(283),Industrial Machinery | Hyderabad +4 other locations,283,1.2k,22,3,7,4
3882,Sonata Finance,3.9,(283),Financial Services | Lucknow +76 other locations,283,720,16,1,26,--
3883,Home Centre,4.0,(285),Furniture & Furnishing | Bengaluru +36 other locations,285,1.1k,17,--,23,--
3884,kipi.ai,3.8,(285),IT Services & Consulting | Bengaluru +10 other locations,285,1.3k,60,--,3,1
3885,Amrita Institute of Medical Sciences and Research,3.8,(283),Healthcare | Kochi +15 other locations,283,1k,8,--,19,--
3886,Sigmoid,4.0,(283),Analytics & KPO | Bengaluru +7 other locations,283,2.2k,83,64,9,10
3887,Adani Solar,3.6,(283),Power | Mundra +19 other locations,283,1.1k,36,--,113,--
3888,Siegwerk,3.8,(283),Chemicals | Bhiwadi +27 other locations,283,1k,21,4,26,1
3889,Mas Callnet,2.8,(283),BPO | Noida +15 other locations,283,857,21,33,12,3
3890,CloudFoundation,4.8,(282),Hyderabad +10 other locations,282,160,1,3,8,--
3891,Ciron Drugs & Pharmaceuticals,3.2,(282),Healthcare | Mumbai +12 other locations,282,1.4k,24,3,39,3
3892,Meghalaya Cements,4.1,(282),Building Material | Guwahati +14 other locations,282,988,26,--,29,--
3893,Highbar Technocrat,3.9,(282),IT Services & Consulting | Mumbai +16 other locations,282,1.2k,28,--,10,--
3894,HM Group,4.5,(282),Real Estate | Bengaluru +3 other locations,282,399,36,--,8,--
3895,Emmvee Photovoltaic Power,3.5,(282),Power | Bengaluru +14 other locations,282,1.1k,20,15,12,--
3896,FOX Solutions,3.9,(282),Industrial Machinery | Nashik +19 other locations,282,1.2k,35,15,14,5
3897,LM Wind Power,4.0,(282),Power | Bengaluru +11 other locations,282,1.3k,16,--,26,--
3898,Elcamino Software,3.1,(282),BPO | Bengaluru +7 other locations,282,933,24,--,17,--
3899,Mindfire Solutions,4.0,(282),IT Services & Consulting | Bhubaneswar +7 other locations,282,1.7k,46,6,35,--
3900,MMC Infotech Services,3.6,(281),IT Services & Consulting | Chennai +5 other locations,281,983,24,4,11,--
3901,Naaptol Online Shopping,3.3,(281),Internet | Mumbai +21 other locations,281,942,28,4,34,--
3902,InnovationM,3.8,(281),IT Services & Consulting | Noida +8 other locations,281,813,31,6,44,107
3903,Sanmarg Projects,3.9,(281),Oil & Gas | Noida +56 other locations,281,925,21,--,21,--
3904,Virtusa Software Services,3.6,(281),IT Services & Consulting | Hyderabad +10 other locations,281,2.6k,47,--,15,--
3905,Lumax Auto Technologies Ltd,4.2,(281),Auto Components | Pune +19 other locations,281,1.2k,14,--,8,--
3906,AvenData GmbH,4.0,(281),IT Services & Consulting | Mumbai +3 other locations,281,604,54,--,10,--
3907,Cremica Food Industries,3.8,(281),Food Processing | New Delhi +50 other locations,281,1k,13,--,23,--
3908,OSB India,3.6,(281),Financial Services | Bengaluru +4 other locations,281,1.1k,34,23,14,29
3909,Drydocks World Dubai,3.9,(281),Ports & Shipping | Dubai +17 other locations,281,547,22,--,22,--
3910,Ribbon Communication,3.7,(281),Hardware & Networking | Bengaluru +18 other locations,281,1.6k,31,--,34,--
3911,Dyninno India,4.0,(281),IT Services & Consulting | Gurugram +5 other locations,281,634,36,10,2,26
3912,Rimjhim Ispat,3.4,(280),Iron & Steel | Angul +22 other locations,280,755,12,--,7,--
3913,Toyota Material Handling,3.7,(280),Industrial Machinery | Gurugram +35 other locations,280,1k,15,1,29,--
3914,Vserv Infosystems,3.5,(280),IT Services & Consulting | New Delhi +49 other locations,280,1.1k,16,3,5,1
3915,Dee Vee Projects,3.8,(280),Engineering & Construction | Raipur +39 other locations,280,920,13,--,28,3
3916,Nippon Audiotronix,3.4,(280),Automobile | Gurugram +17 other locations,280,1.1k,13,--,21,--
3917,Iscon Balaji Foods,3.9,(281),Food Processing | Ahmedabad +34 other locations,281,970,18,6,7,--
3918,OneAssist Consumer Solutions,3.9,(280),Financial Services | Mumbai +32 other locations,280,1.2k,22,--,19,16
3919,Microsense,3.6,(280),IT Services & Consulting | Chennai +31 other locations,280,1k,22,--,29,--
3920,Vitesco Technologies,4.4,(280),Auto Components | Bengaluru +5 other locations,280,1.7k,26,1,32,2
3921,Girlscript Foundation,4.9,(280),Bengaluru +21 other locations,280,13,73,--,2,--
3922,INDIAN PUBLIC SCHOOL,3.9,(280),Education & Training | Chennai +43 other locations,280,1k,21,12,31,--
3923,ANI INTEGRATED SERVICES,3.6,(280),Engineering & Construction | Mumbai +62 other locations,280,1k,20,--,10,10
3924,Dotsquares,2.8,(280),IT Services & Consulting | Jaipur +8 other locations,280,2.2k,33,21,12,1
3925,Kangaro Industries,3.5,(280),Retail | Ludhiana +23 other locations,280,1k,16,3,18,--
3926,PurpleTalk,3.7,(280),IT Services & Consulting | Hyderabad +6 other locations,280,1.6k,29,7,26,--
3927,AAJ Supply Chain Management,3.6,(280),Logistics | New Delhi +20 other locations,280,762,30,4,19,--
3928,Malladi Drugs & Pharmaceuticals,3.6,(280),Pharma | Chennai +13 other locations,280,1.3k,25,4,27,--
3929,Fourrts,4.1,(279),Pharma | Chennai +46 other locations,279,803,14,4,24,1
3930,360 Degree Cloud Technologies,3.9,(279),IT Services & Consulting | Noida +12 other locations,279,1.4k,75,36,9,8
3931,STYLAM Industries,3.5,(279),Engineering & Construction | Chandigarh +34 other locations,279,1.2k,16,3,11,1
3932,Royal Research,2.0,(279),Analytics & KPO | Kolkata +5 other locations,279,482,28,--,26,2
3933,Bandhan KOnnagar,3.4,(279),Non-Profit | Kolkata +66 other locations,279,654,22,5,26,6
3934,Radium Creation,3.9,(279),Jewellery | Mumbai +8 other locations,279,662,9,1,46,1
3935,Ahana Systems & Solutions,3.7,(279),IT Services & Consulting | Bengaluru +19 other locations,279,1.4k,23,1,17,21
3936,Manappuram Home Finance,4.0,(279),Financial Services | Mumbai +92 other locations,279,880,11,--,11,2
3937,Kaleesuwari Refinery,3.8,(279),Food Processing | Chennai +43 other locations,279,1k,13,7,11,5
3938,Tata nexarc,3.0,(279),Software Product | Mumbai +16 other locations,279,1k,29,7,3,--
3939,Anand Rathi Share and Stock Brokers Ltd,3.4,(280),Financial Services | Mumbai +46 other locations,280,1.9k,25,82,28,--
3940,Trigyn Technologies,3.8,(279),IT Services & Consulting | Mumbai +15 other locations,279,1.8k,28,54,16,--
3941,Gupshup,2.7,(279),IT Services & Consulting | Mumbai +12 other locations,279,2k,35,--,7,1
3942,Hitachi Astemo Rajasthan Brake Systems,4.3,(279),Auto Components | Neemrana +22 other locations,279,857,25,--,16,--
3943,The Louis Berger Group,4.4,(279),Engineering & Construction | Mumbai +36 other locations,279,695,18,--,37,--
3944,Kirloskar Electric Company,3.7,(279),Electrical Equipment | Bengaluru +22 other locations,279,1.1k,21,4,30,--
3945,Suntory Global Spirits India,4.0,(279),Beverage | Gurugram +63 other locations,279,961,17,--,17,--
3946,Gautam Solar,3.9,(278),Power | New Delhi +18 other locations,278,685,28,1,11,2
3947,MetroTelworks,3.7,(278),Telecom | Ahmedabad +32 other locations,278,820,16,--,35,--
3948,Escalon Business Services,3.8,(278),Accounting & Auditing | Sahibzada Ajit Singh Nagar +8 other locations,278,1.1k,30,3,38,6
3949,Walchandnagar Industries,3.2,(278),Industrial Machinery | Pune +11 other locations,278,1.1k,11,7,30,4
3950,Sun TV Network,3.5,(278),Media & Entertainment | Chennai +16 other locations,278,1.4k,17,--,25,--
3951,Trivium Education Services,3.7,(278),EdTech | New Delhi +17 other locations,278,902,31,4,24,--
3952,Msi Services,4.0,(278),IT Services & Consulting | Bengaluru +7 other locations,278,954,55,63,7,--
3953,ATLBattery Technology (India) Private Limited,3.8,(278),Electrical Equipment | Bawal +13 other locations,278,740,53,2,2,16
3954,Bhavani Industries,3.6,(278),Industrial Machinery | Bengaluru +17 other locations,278,1.2k,10,--,28,--
3955,Veer-O-- Metals,4.2,(278),Industrial Machinery | Bengaluru +8 other locations,278,1.2k,16,--,23,1
3956,Oriflame India,4.0,(278),Beauty & Personal Care | New Delhi +24 other locations,278,822,18,--,43,--
3957,Ummeed Housing Finance,3.9,(278),Financial Services | Gurugram +71 other locations,278,1.1k,12,--,10,--
3958,Gracure Pharmaceuticals,3.4,(278),Pharma | Bhiwadi +15 other locations,278,1.1k,26,5,18,2
3959,ISS SDB Security Services,4.2,(278),Facility Management Services | Chennai +49 other locations,278,583,4,7,21,--
3960,TourTravelWorld.Com,4.9,(279),Internet | New Delhi,279,2,101,7,3,12
3961,Star Wire India,4.0,(278),Industrial Machinery | Faridabad +7 other locations,278,1.2k,19,2,15,--
3962,Apparel Group India Private Limited,3.5,(278),Retail | Bengaluru +31 other locations,278,1.6k,25,--,29,--
3963,I P Integrated Services,3.7,(278),Telecom | Gurugram +54 other locations,278,824,12,--,27,2
3964,Hyperpure,3.7,(311),Internet | Gurugram +37 other locations,311,1.2k,30,--,3,4
3965,Balajee Group,3.5,(278),Engineering & Construction | Mumbai +43 other locations,278,865,14,5,16,--
3966,Olyv,4.4,(277),FinTech | Bengaluru +3 other locations,277,618,159,30,2,--
3967,Bihar Rural Livelihoods Promotion Society,3.7,(277),Non-Profit | Patna +56 other locations,277,660,16,--,36,3
